class,formula,n_unique_locals,depth,coverage_train,fp_train,precision_train,f1_train,coverage_test,fp_test,precision_test,f1_test
black-bellied_whistling_duck,"( ( ( ( F[53,inf](x_1171 => 19.7) ) ∧ ( G(x_1246 <= 3.0) ) ) ∨ ( ( F[53,inf](x_1171 => 19.7) ) ∧ ( G[209,inf](x_1200 <= 1.8) ) ) ) ∨ ( ( F[41,96](x_912 => 2.3) ) ∧ ( G[99,inf](x_1114 <= 5.0) ) ) )",4,4,0.8,0.025,0.8888888888888888,0.8421052631578948,0.2,0.05,0.5,0.28571428571428575
canadian_goose,"( ( ( ( G(x_1059 <= 3.1) ) ∧ ( G[41,96](x_912 <= 0.2) ) ) ∨ ( ( G[99,inf](x_1114 <= 2.6) ) ∧ ( G[59,74](x_875 <= 0.1) ) ) ) ∨ ( ( G[53,inf](x_1171 <= 3.6) ) ∧ ( F[50,inf](x_1308 => 5.0) ) ) )",3,4,1.0,0.125,0.6666666666666666,0.8,0.6,0.2,0.42857142857142855,0.5
greylag_goose,"( ( F[188,inf](x_1207 => 6.6) ) ∨ ( ( F[209,inf](x_1200 => 4.1) ) ∧ ( G(x_1059 <= 5.3) ) ) )",4,3,0.7,0.075,0.7,0.7,0.3,0.275,0.21428571428571427,0.25
pink-footed_goose,( F(x_1246 => 38.1) ),2,1,0.7,0.025,0.875,0.7777777777777777,0.7,0.2,0.4666666666666667,0.56
white-faced_whistling_duck,( F(x_1061 => 23.0) ),1,1,0.8,0.025,0.8888888888888888,0.8421052631578948,0.3,0.15,0.3333333333333333,0.3157894736842105
