class,formula,n_unique_locals,depth,coverage_train,fp_train,precision_train,f1_train,coverage_test,fp_test,precision_test,f1_test
right,"( ( ( ( ( ( ( ( ( ( ( G[294,332](x_8 <= 199.2) ) ∧ ( G[251,307](x_6 => -253.1) ) ) ∧ ( G[279,326](x_3 <= 277.5) ) ) ∨ ( ( ( G[294,332](x_8 <= 199.2) ) ∧ ( G[13,inf]( (x_8 => -195.7) ∨ (x_1 => -379.4) ) ) ) ∧ ( F[26,281]( (x_8 <= 78.6) ∧ (x_6 => 369.0) ) ) ) ) ∨ ( ( ( F[273,306](x_6 => 323.7) ) ∧ ( G[355,inf]( (x_5 => 27.8) ∨ (x_3 <= 79.7) ) ) ) ∧ ( G[27,155]( (x_8 => 311.1) ∨ (x_9 <= 329.3) ) ) ) ) ∨ ( ( ( F[273,306](x_6 => 323.7) ) ∧ ( G[244,262](x_1 => -174.6) ) ) ∧ ( G(x_9 <= 392.8) ) ) ) ∨ ( ( ( G[294,332](x_8 <= 199.2) ) ∧ ( F[230,277](x_8 => 256.5) ) ) ∧ ( F[260,275](x_3 <= -196.6) ) ) ) ∨ ( ( ( G[294,332](x_8 <= 199.2) ) ∧ ( F[273,306](x_6 => 323.7) ) ) ∧ ( G[13,inf]( (x_8 => -195.7) ∨ (x_1 => -379.4) ) ) ) ) ∨ ( ( ( G[13,inf]( (x_8 => -195.7) ∨ (x_1 => -379.4) ) ) ∧ ( G[334,350](x_6 <= 128.0) ) ) ∧ ( G[271,289](x_3 <= 163.2) ) ) ) ∨ ( ( ( G[13,inf]( (x_8 => -195.7) ∨ (x_1 => -379.4) ) ) ∧ ( F[230,277](x_8 => 256.5) ) ) ∧ ( G[271,289](x_3 <= 163.2) ) ) ) ∨ ( ( ( ( G[334,350](x_6 <= 128.0) ) ∧ ( F[260,275](x_3 <= -196.6) ) ) ∧ ( (x_9 => -135.5) ∧ (x_1 <= 201.5) ) ) ∧ ( G(x_9 <= 392.8) ) ) )",11,12,0.95,0.08333333333333333,0.7916666666666666,0.8636363636363635,0.5,0.31666666666666665,0.2692307692307692,0.35000000000000003
backward,"( ( ( ( ( ( ( ( ( ( ( ( G[356,379]( (x_0 => -26.9) ∨ (x_1 <= -6.9) ) ) ∧ ( G[124,127](x_2 <= -15.4) ) ) ∧ ( G[271,289](x_3 <= 187.6) ) ) ∨ ( ( ( G[226,235](x_9 <= 113.4) ) ∧ ( G[182,262](x_4 => -261.5) ) ) ∧ ( G[71,142](x_7 <= 325.3) ) ) ) ∨ ( ( ( ( F[280,371]( G[5,21](x_4 <= -21.3) ) ) ∧ ( G[279,326](x_3 <= 232.9) ) ) ∧ ( G[146,184](x_6 => -234.4) ) ) ∧ ( G[230,277](x_8 <= 216.2) ) ) ) ∨ ( ( ( ( F[280,371]( G[5,21](x_4 <= -21.3) ) ) ∧ ( ( F[220,236](x_2 => 184.4) ) ∨ (x_8 => 236.5) ) ) ∧ ( F[68,219]( F( (x_5 <= -154.9) ∧ (x_7 => 125.7) ) ) ) ) ∧ ( G[163,254](x_6 => -280.0) ) ) ) ∨ ( ( ( ( G[226,235](x_9 <= 113.4) ) ∧ ( G[244,262](x_1 => -209.3) ) ) ∧ ( (x_0 <= 0.8) ∧ ( G(x_8 => -515.2) ) ) ) ∧ ( F[294,332](x_8 => 241.2) ) ) ) ∨ ( ( ( ( F[280,371]( G[5,21](x_4 <= -21.3) ) ) ∧ ( G[146,184](x_6 => -234.4) ) ) ∧ ( G[356,379]( (x_0 => -26.9) ∨ (x_1 <= -6.9) ) ) ) ∧ ( G[16,171](x_8 => -338.9) ) ) ) ∨ ( ( ( G[356,379](x_0 => -26.9) ) ∧ ( F[259,368](x_5 => 334.6) ) ) ∧ ( F[334,350](x_6 => 157.6) ) ) ) ∨ ( ( ( ( G[356,379]( (x_0 => -26.9) ∨ (x_1 <= -6.9) ) ) ∧ ( F[220,236](x_2 => 184.4) ) ) ∧ ( G[124,127]( (x_6 => 163.1) ∨ (x_2 <= -15.4) ) ) ) ∧ ( G[260,275](x_3 => -175.1) ) ) ) ∨ ( ( ( F[280,371]( G[5,21](x_4 <= -21.3) ) ) ∧ ( G[279,326](x_3 <= 232.9) ) ) ∧ ( F[173,inf](x_0 => 467.5) ) ) ) ∨ ( ( ( G[135,191](x_6 => -265.8) ) ∧ ( F[173,inf](x_6 <= -477.1) ) ) ∧ ( F[334,350](x_6 => 157.6) ) ) )",11,13,0.95,0.075,0.8085106382978723,0.8735632183908046,0.4666666666666667,0.288135593220339,0.2916666666666667,0.35897435897435903
left,"( ( ( ( ( ( ( ( ( ( G[105,107]( (x_3 <= -3.4) ∨ (x_7 => 190.5) ) ) ∧ ( G[309,359](x_3 <= 213.1) ) ) ∧ ( F[213,238](x_9 => 242.3) ) ) ∨ ( ( ( F[270,inf]( ( F[21,23](x_8 <= -206.1) ) ∧ (x_1 => 252.7) ) ) ∧ ( G( F[157,199](x_9 <= -95.7) ) ) ) ∧ ( F[69,229](x_1 => 368.7) ) ) ) ∨ ( ( ( F[271,289](x_3 => 245.3) ) ∧ ( G[173,inf]( (x_6 => -441.1) ∧ (x_0 <= 431.5) ) ) ) ∧ ( G[104,326]( (x_4 <= 238.5) ∨ (x_3 => 101.7) ) ) ) ) ∨ ( ( ( G[307,352]( (x_9 <= 170.5) ∧ (x_8 <= 219.8) ) ) ∧ ( G[312,328](x_0 => -173.1) ) ) ∧ ( F[142,341](x_2 <= -384.8) ) ) ) ∨ ( ( G[105,107](x_3 <= -3.4) ) ∧ ( F[213,238](x_3 => 422.1) ) ) ) ∨ ( ( ( G[307,352]( (x_9 <= 170.5) ∧ (x_8 <= 219.8) ) ) ∧ ( G[369,inf](x_3 => -195.2) ) ) ∧ ( G[68,219]( G( (x_5 => -141.3) ∨ (x_7 <= 112.1) ) ) ) ) ) ∨ ( ( ( ( G[307,352]( (x_5 <= 86.5) ∨ (x_9 <= 170.5) ) ) ∧ ( G[168,393]( F(x_3 => 154.0) ) ) ) ∧ ( F[124,127](x_2 => 26.1) ) ) ∧ ( F[1,24](x_9 => 237.5) ) ) ) ∨ ( ( ( G[307,352]( (x_9 <= 170.5) ∧ (x_8 <= 219.8) ) ) ∧ ( F[355,inf]( (x_5 <= 1.1) ∧ (x_3 => 106.4) ) ) ) ∧ ( F[58,217](x_4 => 381.3) ) ) )",9,12,0.975,0.075,0.8125,0.8863636363636362,0.5333333333333333,0.2711864406779661,0.3333333333333333,0.4102564102564102
forward,"( ( ( ( ( ( ( ( ( F[339,366](x_9 => 190.2) ) ∧ ( G[58,217](x_4 <= 351.9) ) ) ∨ ( ( ( G[275,325](x_3 => -227.8) ) ∧ ( G[177,261]( F[14,99](x_7 <= -284.0) ) ) ) ∧ ( G[58,217](x_4 <= 351.9) ) ) ) ∨ ( ( ( F[251,307](x_6 <= -320.4) ) ∧ ( F[71,142](x_7 => 364.2) ) ) ∧ ( F[244,262](x_1 <= -256.7) ) ) ) ∨ ( ( ( F[251,307](x_6 <= -320.4) ) ∧ ( F[71,142](x_7 => 364.2) ) ) ∧ ( F[146,184](x_6 <= -291.3) ) ) ) ∨ ( ( ( F[251,307](x_6 <= -320.4) ) ∧ ( F[244,262](x_1 <= -256.7) ) ) ∧ ( F[311,324](x_4 => 207.3) ) ) ) ∨ ( ( ( F[311,324](x_4 => 207.3) ) ∧ ( G[270,inf]( ( G[21,23](x_8 => -182.2) ) ∨ (x_1 <= 228.8) ) ) ) ∧ ( F[279,326](x_3 => 320.8) ) ) ) ∨ ( ( ( ( F[311,324](x_4 => 207.3) ) ∧ ( G[177,261]( F[14,99](x_7 <= -284.0) ) ) ) ∧ ( F[71,142](x_7 => 364.2) ) ) ∧ ( F( (x_4 <= 169.8) ∧ (x_3 => 316.9) ) ) ) ) ∨ ( ( ( ( F[146,184](x_6 <= -291.3) ) ∧ ( F[71,142](x_7 => 364.2) ) ) ∧ ( G[275,325](x_3 => -227.8) ) ) ∧ ( G[33,90](x_4 <= 278.6) ) ) )",10,11,0.95,0.1,0.76,0.8444444444444444,0.43333333333333335,0.3409090909090909,0.4642857142857143,0.4482758620689655
