class,formula,n_unique_locals,depth,coverage_train,fp_train,precision_train,f1_train,coverage_test,fp_test,precision_test,f1_test
3,"( ( F[35,38](x_0 => -0.2) ) ∧ ( F[9,35](x_3 => 1.8) ) )",1,2,1.0,0.0,1.0,1.0,0.6222222222222222,0.03111111111111111,0.8,0.7000000000000001
2,"( G[30,32](x_3 <= -0.3) )",1,1,1.0,0.0,1.0,1.0,0.8888888888888888,0.08888888888888889,0.6666666666666666,0.761904761904762
4,"( ( G[38,45](x_1 => 1.1) ) ∨ ( G[4,7](x_3 <= -1.3) ) )",2,2,1.0,0.0,1.0,1.0,0.3333333333333333,0.05333333333333334,0.5555555555555556,0.4166666666666667
6,"( G[0,28](x_2 => 0.1) )",1,1,1.0,0.0,1.0,1.0,0.7111111111111111,0.0044444444444444444,0.9696969696969697,0.8205128205128205
5,"( G[10,11]( (x_1 <= 0.6) ∧ (x_0 => 0.1) ) )",1,2,1.0,0.04,0.8333333333333334,0.9090909090909091,0.7777777777777778,0.09333333333333334,0.625,0.6930693069306931
1,"( G[23,49](x_0 <= 0.2) )",1,1,1.0,0.04,0.8333333333333334,0.9090909090909091,0.8888888888888888,0.04888888888888889,0.7843137254901961,0.8333333333333334
