class,formula,n_unique_locals,depth,coverage_train,fp_train,precision_train,f1_train,coverage_test,fp_test,precision_test,f1_test
epilepsy,"( ( ( ( G[146,inf](x_0 => -1.1) ) ∧ ( G[76,inf](x_0 <= 1.1) ) ) ∨ ( ( G[76,inf](x_0 <= 1.1) ) ∧ ( F[43,inf](x_1 => 1.1) ) ) ) ∨ ( ( ( F[90,inf](x_1 <= -0.7) ) ∧ ( F[43,inf](x_1 => 1.1) ) ) ∧ ( G[83,122]( (x_2 <= 0.2586) ∨ (x_2 => 0.3636) ) ) ) )",3,4,0.9705882352941176,0.038834951456310676,0.8918918918918919,0.9295774647887325,0.8529411764705882,0.09615384615384616,0.7435897435897436,0.7945205479452054
walking,"( ( ( G[43,152]( (x_0 => 0.3) ∨ (x_0 <= -0.3) ) ) ∨ ( ( G[114,154]( (x_1 => -0.9) ∧ (x_1 <= 0.9) ) ) ∧ ( F[59,131]( G[27,33](x_2 => -0.0) ) ) ) ) ∨ ( ( G[114,154]( (x_1 => -0.9) ∧ (x_1 <= 0.9) ) ) ∧ ( G[71,inf](x_2 => -0.9) ) ) )",4,5,0.918918918918919,0.01,0.9714285714285714,0.9444444444444445,0.918918918918919,0.06930693069306931,0.8292682926829268,0.8717948717948718
sawing,"( ( G[7,199]( F[1,6](x_2 <= -0.3) ) ) ∨ ( ( G[35,73](x_2 <= 0.1) ) ∧ ( G( F[45,53](x_0 => 0.6) ) ) ) )",3,4,0.9666666666666667,0.056074766355140186,0.8285714285714286,0.8923076923076922,0.9666666666666667,0.07407407407407407,0.7837837837837838,0.8656716417910447
running,"( ( F[82,inf]( (x_1 <= -2.9) ∨ (x_1 => 1.8538) ) ) ∨ ( F(x_0 => 2.4) ) )",2,3,1.0,0.0891089108910891,0.8,0.888888888888889,1.0,0.09900990099009901,0.7872340425531915,0.880952380952381
